id,game_id,season_id,period,time,seconds,team_id,opponent_team_id,goalie_in_id,goalie_out_id
158_goalie_2_490_MTL,158,5,2,8:10,490,3,6,,85
158_goalie_2_1198_MTL,158,5,2,19:58,1198,3,6,,28
158_goalie_3_0_MTL,158,5,3,0:00,0,3,6,28,
158_goalie_3_1005_TOR,158,5,3,16:45,1005,6,3,,64
158_goalie_3_1039_TOR,158,5,3,17:19,1039,6,3,64,
159_goalie_1_0_TOR,159,5,1,0:00,0,6,2,64,
159_goalie_1_0_MIN,159,5,1,0:00,0,2,6,22,
159_goalie_2_325_MIN,159,5,2,5:25,325,2,6,,22
159_goalie_2_349_MIN,159,5,2,5:49,349,2,6,22,
159_goalie_2_716_TOR,159,5,2,11:56,716,6,2,,64
159_goalie_2_726_TOR,159,5,2,12:06,726,6,2,64,
159_goalie_3_166_MIN,159,5,3,2:46,166,2,6,,22
159_goalie_3_186_MIN,159,5,3,3:06,186,2,6,22,
160_goalie_1_0_OTT,160,5,1,0:00,0,5,2,59,
160_goalie_1_0_MIN,160,5,1,0:00,0,2,5,123,
160_goalie_3_665_OTT,160,5,3,11:05,665,5,2,,59
160_goalie_3_1135_MIN,160,5,3,18:55,1135,2,5,,123
161_goalie_1_0_NY,161,5,1,0:00,0,4,3,155,
161_goalie_1_0_MTL,161,5,1,0:00,0,3,4,28,
162_goalie_1_0_BOS,162,5,1,0:00,0,1,5,6,
162_goalie_1_0_OTT,162,5,1,0:00,0,5,1,222,
162_goalie_3_1079_OTT,162,5,3,17:59,1079,5,1,,222
162_goalie_3_1090_OTT,162,5,3,18:10,1090,5,1,222,
162_goalie_3_1115_OTT,162,5,3,18:35,1115,5,1,,222
162_goalie_3_1151_OTT,162,5,3,19:11,1151,5,1,222,
163_goalie_1_0_MTL,163,5,1,0:00,0,3,1,28,
163_goalie_1_0_BOS,163,5,1,0:00,0,1,3,19,
163_goalie_1_730_BOS,163,5,1,12:10,730,1,3,,19
163_goalie_1_738_BOS,163,5,1,12:18,738,1,3,19,
163_goalie_2_790_MTL,163,5,2,13:10,790,3,1,,28
164_goalie_1_0_NY,164,5,1,0:00,0,4,6,155,
164_goalie_1_0_TOR,164,5,1,0:00,0,6,4,64,
164_goalie_1_1004_NY,164,5,1,16:44,1004,4,6,,155
164_goalie_1_1005_NY,164,5,1,16:45,1005,4,6,155,
164_goalie_3_1140_NY,164,5,3,19:00,1140,4,6,,155
165_goalie_1_0_OTT,165,5,1,0:00,0,5,4,222,
165_goalie_1_0_NY,165,5,1,0:00,0,4,5,155,
165_goalie_1_815_OTT,165,5,1,13:35,815,5,4,,222
165_goalie_1_818_OTT,165,5,1,13:38,818,5,4,222,
165_goalie_3_886_NY,165,5,3,14:46,886,4,5,,155
165_goalie_3_1184_NY,165,5,3,19:44,1184,4,5,155,
166_goalie_1_0_MTL,166,5,1,0:00,0,3,6,85,
166_goalie_1_0_TOR,166,5,1,0:00,0,6,3,64,
166_goalie_2_517_MTL,166,5,2,8:37,517,3,6,,85
166_goalie_2_535_MTL,166,5,2,8:55,535,3,6,85,
166_goalie_3_1116_MTL,166,5,3,18:36,1116,3,6,,85
167_goalie_1_0_OTT,167,5,1,0:00,0,5,4,222,
167_goalie_1_0_NY,167,5,1,0:00,0,4,5,228,
167_goalie_3_1029_OTT,167,5,3,17:09,1029,5,4,,222
167_goalie_3_1078_OTT,167,5,3,17:58,1078,5,4,222,
168_goalie_1_0_MIN,168,5,1,0:00,0,2,3,123,
168_goalie_1_0_MTL,168,5,1,0:00,0,3,2,85,
169_goalie_1_0_MIN,169,5,1,0:00,0,2,6,22,
169_goalie_1_0_TOR,169,5,1,0:00,0,6,2,64,
169_goalie_3_0_TOR,169,5,3,0:00,0,6,2,,64
170_goalie_1_0_MTL,170,5,1,0:00,0,3,4,85,
170_goalie_1_0_NY,170,5,1,0:00,0,4,3,155,
170_goalie_3_1015_MTL,170,5,3,16:55,1015,3,4,,85
171_goalie_1_0_BOS,171,5,1,0:00,0,1,5,6,
171_goalie_1_0_OTT,171,5,1,0:00,0,5,1,222,
171_goalie_3_0_BOS,171,5,3,0:00,0,1,5,,6
172_goalie_1_0_OTT,172,5,1,0:00,0,5,3,59,
172_goalie_1_0_MTL,172,5,1,0:00,0,3,5,85,
172_goalie_3_1050_OTT,172,5,3,17:30,1050,5,3,,59
173_goalie_1_0_BOS,173,5,1,0:00,0,1,3,6,
173_goalie_1_0_MTL,173,5,1,0:00,0,3,1,28,
174_goalie_1_0_TOR,174,5,1,0:00,0,6,3,64,
174_goalie_1_0_MTL,174,5,1,0:00,0,3,6,28,
174_goalie_3_1113_TOR,174,5,3,18:33,1113,6,3,,64
174_goalie_3_1149_TOR,174,5,3,19:09,1149,6,3,64,
175_goalie_1_0_MIN,175,5,1,0:00,0,2,3,123,
175_goalie_1_0_MTL,175,5,1,0:00,0,3,2,85,
175_goalie_1_294_MIN,175,5,1,4:54,294,2,3,,123
175_goalie_1_297_MIN,175,5,1,4:57,297,2,3,123,
175_goalie_3_1122_MTL,175,5,3,18:42,1122,3,2,,85
176_goalie_1_0_MTL,176,5,1,0:00,0,3,5,28,
176_goalie_1_0_OTT,176,5,1,0:00,0,5,3,59,
176_goalie_3_1105_OTT,176,5,3,18:25,1105,5,3,,59
176_goalie_3_1200_MTL,176,5,3,20:00,1200,3,5,,28
177_goalie_1_0_NY,177,5,1,0:00,0,4,6,155,
177_goalie_1_0_TOR,177,5,1,0:00,0,6,4,211,
177_goalie_3_1057_NY,177,5,3,17:37,1057,4,6,,155
177_goalie_3_1101_NY,177,5,3,18:21,1101,4,6,155,
177_goalie_3_1110_NY,177,5,3,18:30,1110,4,6,,155
177_goalie_3_1173_NY,177,5,3,19:33,1173,4,6,155,
177_goalie_3_1188_NY,177,5,3,19:48,1188,4,6,,155
178_goalie_1_0_OTT,178,5,1,0:00,0,5,6,59,
178_goalie_1_0_TOR,178,5,1,0:00,0,6,5,211,
179_goalie_1_0_NY,179,5,1,0:00,0,4,1,228,
179_goalie_1_0_BOS,179,5,1,0:00,0,1,4,6,
180_goalie_1_0_MTL,180,5,1,0:00,0,3,1,28,
180_goalie_1_0_BOS,180,5,1,0:00,0,1,3,6,
180_goalie_3_303_MTL,180,5,3,5:03,303,3,1,,28
180_goalie_3_304_MTL,180,5,3,5:04,304,3,1,28,
181_goalie_1_0_MIN,181,5,1,0:00,0,2,5,123,
181_goalie_1_0_OTT,181,5,1,0:00,0,5,2,59,
181_goalie_1_482_MIN,181,5,1,8:02,482,2,5,,123
181_goalie_1_498_MIN,181,5,1,8:18,498,2,5,123,
181_goalie_1_1200_OTT,181,5,1,20:00,1200,5,2,,59
181_goalie_2_0_OTT,181,5,2,0:00,0,5,2,222,
181_goalie_3_959_OTT,181,5,3,15:59,959,5,2,,222
182_goalie_1_0_BOS,182,5,1,0:00,0,1,3,6,
182_goalie_1_0_MTL,182,5,1,0:00,0,3,1,28,
183_goalie_1_0_NY,183,5,1,0:00,0,4,2,155,
183_goalie_1_0_MIN,183,5,1,0:00,0,2,4,22,
184_goalie_1_0_BOS,184,5,1,0:00,0,1,6,6,
184_goalie_1_0_TOR,184,5,1,0:00,0,6,1,64,
184_goalie_3_1114_BOS,184,5,3,18:34,1114,1,6,,6
184_goalie_3_1197_BOS,184,5,3,19:57,1197,1,6,6,
185_goalie_1_0_BOS,185,5,1,0:00,0,1,5,6,
185_goalie_1_0_OTT,185,5,1,0:00,0,5,1,222,
185_goalie_1_335_BOS,185,5,1,5:35,335,1,5,,6
185_goalie_1_345_BOS,185,5,1,5:45,345,1,5,6,
185_goalie_3_1069_BOS,185,5,3,17:49,1069,1,5,,6
185_goalie_3_1105_BOS,185,5,3,18:25,1105,1,5,6,
185_goalie_3_1133_BOS,185,5,3,18:53,1133,1,5,,6
